t_s,weight
0.0027,0.0
0.0111,0.0
0.0194,0.0
0.0277,0.0
0.0361,0.0
0.0444,0.0
0.0528,0.0
0.0611,0.0
0.0694,0.0
0.0778,0.0
0.0861,0.0
0.0945,0.0
0.1028,0.0
0.1112,0.0
0.1195,0.0
0.1278,0.0
0.1362,0.0
0.1445,0.0
0.1529,0.0
0.1612,0.0
0.1695,0.0
0.1779,0.0
0.1862,0.0
0.1946,0.0
0.2029,0.0
0.2113,0.0
0.2196,0.0
0.2279,0.0
0.2363,0.0
0.2446,0.0
0.253,0.0
0.2613,0.0
0.2696,0.0
0.278,0.0
0.2863,0.0
0.2947,0.0
0.303,0.0
0.3114,0.0
0.3197,0.0
0.328,0.0
0.3364,0.0
0.3447,0.0
0.3531,0.0
0.3614,0.0
0.3697,0.0
0.3781,0.0
0.3864,0.0
0.3948,0.0
0.4031,0.0
0.4115,0.0
0.4198,0.0
0.4281,0.0
0.4365,0.0
0.4448,0.0
0.4532,0.0
0.4615,0.0
0.4698,0.0
0.4782,0.0
0.4865,0.0
0.4949,0.0
0.5032,0.0
0.5116,0.0
0.5199,0.0
0.5282,0.0
0.5366,0.0
0.5449,0.0
0.5533,0.0
0.5616,0.0
0.5699,0.0
0.5783,0.0
0.5866,0.0
0.595,0.0
0.6033,0.0
0.6117,0.0
0.62,0.0
0.6283,0.0
0.6367,0.0
0.645,0.0
0.6534,0.0
0.6617,0.0
0.67,0.0
0.6784,0.0
0.6867,0.0
0.6951,0.0
0.7034,0.0
0.7118,0.0
0.7201,0.0
0.7284,0.0
0.7368,0.0
0.7451,0.0
0.7535,0.0
0.7618,0.0
0.7701,0.0
0.7785,0.0
0.7868,0.0
0.7952,0.0
0.8035,0.0
0.8119,0.0
0.8202,0.0
0.8285,0.0
0.8369,0.0
0.8452,0.0
0.8536,0.0
0.8619,0.0
0.8702,0.0
0.8786,0.0
0.8869,0.0
0.8953,0.0
0.9036,0.0
0.912,0.0
0.9203,0.0
0.9286,0.0
0.937,0.0
0.9453,0.0
0.9537,0.0
0.962,0.0
0.9703,0.0
0.9787,0.0
0.987,0.0
0.9954,0.0
1.0037,0.0
1.0121,0.0
1.0204,0.0
1.0287,0.0
1.0371,0.0
1.0454,0.0
1.0538,0.0
1.0621,0.0
1.0704,0.0
1.0788,0.0
1.0871,0.0
1.0955,0.0
1.1038,0.0
1.1122,4.0
1.1205,8.0
1.1288,12.0
1.1372,16.0
1.1455,20.0
1.1539,20.0
1.1622,20.0
1.1705,20.0
1.1789,20.0
1.1872,20.0
1.1956,20.0
1.2039,20.5
1.2123,20.5
1.2206,20.5
1.2289,20.5
1.2373,20.5
1.2456,20.5
1.254,20.5
1.2623,20.5
1.2706,27.0
1.279,27.0
1.2873,27.0
1.2957,27.0
1.304,27.0
1.3124,27.0
1.3207,27.0
1.329,27.0
1.3374,30.0
1.3457,30.0
1.3541,30.0
1.3624,30.0
1.3707,30.0
1.3791,30.0
1.3874,30.0
1.3958,30.0
1.4041,30.0
1.4125,30.0
1.4208,30.0
1.4291,30.0
1.4375,31.6
1.4458,33.3
1.4542,35.0
1.4625,36.6
1.4708,38.3
1.4792,40.0
1.4875,40.0
1.4959,40.0
1.5042,40.0
1.5126,40.0
1.5209,40.0
1.5292,40.0
1.5376,40.9
1.5459,41.9
1.5543,42.8
1.5626,43.8
1.5709,44.7
1.5793,45.7
1.5876,46.6
1.596,47.6
1.6043,48.5
1.6127,49.5
1.621,50.4
1.6293,51.4
1.6377,52.3
1.646,53.3
1.6544,54.2
1.6627,55.2
1.671,56.1
1.6794,57.1
1.6877,58.0
1.6961,59.0
1.7044,59.9
1.7128,59.9
1.7211,59.9
1.7294,59.9
1.7378,59.9
1.7461,59.9
1.7545,59.9
1.7628,59.9
1.7711,59.9
1.7795,59.9
1.7878,59.9
1.7962,59.9
1.8045,59.9
1.8129,59.9
1.8212,59.9
1.8295,73.6
1.8379,73.6
1.8462,73.6
1.8546,73.6
1.8629,73.6
1.8712,73.6
1.8796,73.6
1.8879,73.6
1.8963,73.6
1.9046,73.6
1.913,73.6
1.9213,73.6
1.9296,73.6
1.938,78.9
1.9463,78.9
1.9547,78.9
1.963,78.9
1.9713,78.9
1.9797,78.9
1.988,78.9
1.9964,78.9
2.0047,78.9
2.0131,78.9
2.0214,78.9
2.0297,78.9
2.0381,78.9
2.0464,122.7
2.0548,122.7
2.0631,122.7
2.0714,122.7
2.0798,122.7
2.0881,122.7
2.0965,122.7
2.1048,122.7
2.1132,122.7
2.1215,122.7
2.1298,122.7
2.1382,122.7
2.1465,122.7
2.1549,122.7
2.1632,122.7
2.1715,122.7
2.1799,122.7
2.1882,122.7
2.1966,122.7
2.2049,122.7
2.2133,122.7
2.2216,122.7
2.2299,122.7
2.2383,122.7
2.2466,124.2
2.255,125.9
2.2633,127.7
2.2716,129.4
2.28,131.2
2.2883,132.9
2.2967,134.6
2.305,136.4
2.3134,138.1
2.3217,139.8
2.33,139.8
2.3384,140.9
2.3467,142.1
2.3551,143.2
2.3634,144.3
2.3717,145.4
2.3801,146.5
2.3884,147.6
2.3968,148.7
2.4051,149.8
2.4135,150.9
2.4218,152.0
2.4301,153.2
2.4385,154.3
2.4468,155.4
2.4552,156.5
2.4635,157.6
2.4718,158.7
2.4802,159.0
2.4885,159.0
2.4969,159.0
2.5052,159.0
2.5136,159.0
2.5219,159.0
2.5302,172.6
2.5386,172.6
2.5469,172.6
2.5553,172.6
2.5636,172.6
2.5719,172.6
2.5803,172.6
2.5886,172.6
2.597,172.6
2.6053,172.6
2.6137,172.6
2.622,172.6
2.6303,172.6
2.6387,178.8
2.647,178.8
2.6554,178.8
2.6637,178.8
2.672,178.8
2.6804,178.8
2.6887,178.8
2.6971,178.8
2.7054,178.8
2.7138,178.8
2.7221,178.8
2.7304,179.8
2.7388,179.8
2.7471,179.8
2.7555,179.8
2.7638,179.8
2.7721,185.7
2.7805,185.7
2.7888,185.7
2.7972,185.7
2.8055,185.7
2.8139,185.7
2.8222,185.7
2.8305,185.7
2.8389,185.7
2.8472,185.7
2.8556,187.8
2.8639,191.8
2.8722,195.8
2.8806,199.8
2.8889,199.8
2.8973,199.8
2.9056,199.8
2.914,199.8
2.9223,199.8
2.9306,199.8
2.939,199.8
2.9473,199.8
2.9557,199.8
2.964,199.8
2.9724,199.8
2.9807,199.8
2.989,199.8
2.9974,199.8
3.0057,199.8
3.0141,199.8
3.0224,199.8
3.0307,199.8
3.0391,199.8
3.0474,199.8
3.0558,199.8
3.0641,199.8
3.0725,199.8
3.0808,207.0
3.0891,207.0
3.0975,207.0
3.1058,207.0
3.1142,207.0
3.1225,209.4
3.1308,209.4
3.1392,209.4
3.1475,209.4
3.1559,209.4
3.1642,209.4
3.1726,209.4
3.1809,209.4
3.1892,209.4
3.1976,209.4
3.2059,209.4
3.2143,209.4
3.2226,209.4
3.2309,209.4
3.2393,218.7
3.2476,218.7
3.256,218.7
3.2643,218.7
3.2727,218.7
3.281,218.7
3.2893,218.7
3.2977,218.7
3.306,218.7
3.3144,218.7
3.3227,218.7
3.331,219.7
3.3394,219.7
3.3477,219.7
3.3561,229.5
3.3644,229.5
3.3728,229.5
3.3811,229.5
3.3894,229.5
3.3978,229.5
3.4061,229.5
3.4145,229.5
3.4228,229.5
3.4311,229.5
3.4395,229.5
3.4478,229.5
3.4562,229.5
3.4645,229.5
3.4729,229.5
3.4812,229.5
3.4895,229.5
3.4979,229.5
3.5062,229.5
3.5146,229.5
3.5229,229.5
3.5312,229.7
3.5396,229.7
3.5479,229.7
3.5563,229.7
3.5646,229.7
3.573,229.7
3.5813,229.7
3.5896,229.7
3.598,229.7
3.6063,229.7
3.6147,229.7
3.623,233.0
3.6313,233.0
3.6397,233.0
3.648,233.0
3.6564,233.0
3.6647,233.0
3.6731,233.0
3.6814,233.0
3.6897,233.0
3.6981,233.0
3.7064,233.0
3.7148,233.0
3.7231,233.0
3.7314,233.0
3.7398,233.0
3.7481,233.0
3.7565,233.0
3.7648,233.0
3.7732,233.0
3.7815,233.0
3.7898,233.0
3.7982,233.0
3.8065,233.0
3.8149,233.0
3.8232,233.0
3.8315,233.0
3.8399,233.0
3.8482,233.0
3.8566,233.0
3.8649,233.0
3.8733,233.0
3.8816,233.0
3.8899,233.0
3.8983,233.0
3.9066,233.0
3.915,233.0
3.9233,233.0
3.9316,233.0
3.94,233.0
3.9483,233.0
3.9567,233.0
3.965,233.0
3.9734,233.0
3.9817,233.0
3.99,233.0
3.9984,233.0
4.0067,233.0
4.0151,233.0
4.0234,233.0
4.0317,233.0
4.0401,233.0
4.0484,233.0
4.0568,233.0
4.0651,233.0
4.0735,233.0
4.0818,233.0
4.0901,233.0
4.0985,233.0
4.1068,233.0
4.1152,233.0
4.1235,233.0
4.1318,233.0
4.1402,233.0
4.1485,233.0
4.1569,233.0
4.1652,233.0
4.1736,233.0
4.1819,233.0
4.1902,233.0
4.1986,233.0
4.2069,233.0
4.2153,233.0
4.2236,233.0
4.2319,233.0
4.2403,233.0
4.2486,233.0
4.257,233.0
4.2653,233.0
4.2737,233.0
4.282,233.0
4.2903,233.0
4.2987,233.0
4.307,233.0
4.3154,233.0
4.3237,233.0
4.332,233.0
4.3404,233.0
4.3487,233.0
4.3571,233.0
4.3654,233.0
4.3738,233.0
4.3821,233.0
4.3904,233.0
4.3988,233.0
4.4071,233.0
4.4155,233.0
4.4238,233.0
4.4321,233.0
4.4405,233.0
4.4488,233.0
4.4572,233.0
4.4655,233.0
4.4739,233.0
4.4822,233.0
4.4905,233.0
4.4989,233.0
4.5072,233.0
4.5156,233.0
4.5239,233.0
4.5322,233.0
4.5406,233.0
4.5489,233.0
4.5573,233.0
4.5656,233.0
4.574,233.0
4.5823,233.0
4.5906,233.0
4.599,233.0
4.6073,233.0
4.6157,233.0
4.624,233.0
4.6323,233.0
4.6407,233.0
4.649,233.0
4.6574,233.0
4.6657,233.0
4.6741,233.0
4.6824,233.0
4.6907,233.0
4.6991,233.0
4.7074,233.0
4.7158,233.0
4.7241,233.0
4.7324,233.0
4.7408,233.0
4.7491,233.0
4.7575,233.0
4.7658,233.0
4.7742,233.0
4.7825,233.0
4.7908,233.0
4.7992,233.0
4.8075,233.0
4.8159,233.0
4.8242,233.0
4.8325,233.0
4.8409,233.0
4.8492,233.0
4.8576,233.0
4.8659,233.0
4.8743,233.0
4.8826,233.0
4.8909,233.0
4.8993,233.0
4.9076,233.0
4.916,233.0
4.9243,233.0
4.9326,233.0
4.941,233.0
4.9493,233.0
4.9577,233.0
4.966,233.0
4.9744,233.0
4.9827,233.0
4.991,233.0
4.9994,233.0
5.0077,233.0
5.0161,233.0
5.0244,233.0
5.0327,233.0
5.0411,233.0
5.0494,233.0
5.0578,233.0
5.0661,233.0
5.0745,233.0
5.0828,233.0
5.0911,233.0
5.0995,233.0
5.1078,233.0
5.1162,233.0
5.1245,233.0
5.1328,233.0
5.1412,233.0
5.1495,233.0
5.1579,233.0
5.1662,233.0
5.1746,233.0
5.1829,233.0
5.1912,233.0
5.1996,233.0
5.2079,233.0
5.2163,233.0
5.2246,233.0
5.2329,233.0
5.2413,233.0
5.2496,233.0
5.258,233.0
5.2663,233.0
5.2747,233.0
5.283,233.0
5.2913,233.0
5.2997,233.0
5.308,233.0
5.3164,233.0
5.3247,233.0
5.333,233.0
