t_s,weight
0.0073,0.0
0.0157,0.0
0.024,0.0
0.0324,0.0
0.0407,0.0
0.0491,0.0
0.0574,0.0
0.0657,0.0
0.0741,0.0
0.0824,0.0
0.0908,0.0
0.0991,0.0
0.1074,0.0
0.1158,0.0
0.1241,0.0
0.1325,0.0
0.1408,0.0
0.1492,0.0
0.1575,0.0
0.1658,0.0
0.1742,0.0
0.1825,0.0
0.1909,0.0
0.1992,0.0
0.2075,0.0
0.2159,0.0
0.2242,0.0
0.2326,0.0
0.2409,0.0
0.2493,0.0
0.2576,0.0
0.2659,0.0
0.2743,0.0
0.2826,0.0
0.291,0.0
0.2993,0.0
0.3076,0.0
0.316,0.0
0.3243,0.0
0.3327,0.0
0.341,0.0
0.3494,0.0
0.3577,0.0
0.366,0.0
0.3744,0.0
0.3827,0.0
0.3911,0.0
0.3994,0.0
0.4077,0.0
0.4161,0.0
0.4244,0.0
0.4328,0.0
0.4411,0.0
0.4495,0.0
0.4578,0.0
0.4661,0.0
0.4745,0.0
0.4828,0.0
0.4912,0.0
0.4995,0.0
0.5078,0.0
0.5162,0.0
0.5245,0.0
0.5329,0.0
0.5412,0.0
0.5496,0.0
0.5579,0.0
0.5662,0.0
0.5746,0.0
0.5829,0.0
0.5913,0.0
0.5996,0.0
0.6079,0.0
0.6163,0.0
0.6246,0.0
0.633,0.0
0.6413,0.0
0.6497,0.0
0.658,0.0
0.6663,0.0
0.6747,0.0
0.683,0.0
0.6914,0.0
0.6997,0.0
0.708,0.0
0.7164,0.0
0.7247,0.0
0.7331,0.0
0.7414,0.0
0.7498,0.0
0.7581,0.0
0.7664,0.0
0.7748,0.0
0.7831,0.0
0.7915,0.0
0.7998,0.0
0.8081,0.0
0.8165,0.0
0.8248,0.0
0.8332,0.0
0.8415,0.0
0.8499,0.0
0.8582,0.0
0.8665,0.0
0.8749,0.0
0.8832,0.0
0.8916,0.0
0.8999,0.0
0.9082,0.0
0.9166,0.0
0.9249,0.0
0.9333,0.0
0.9416,0.0
0.95,0.0
0.9583,0.0
0.9666,0.0
0.975,0.0
0.9833,0.0
0.9917,0.0
1.0,0.0
1.0083,0.0
1.0167,0.0
1.025,0.0
1.0334,0.0
1.0417,0.3
1.0501,0.7
1.0584,1.0
1.0667,1.3
1.0751,1.7
1.0834,2.0
1.0918,2.0
1.1001,2.0
1.1084,2.0
1.1168,2.0
1.1251,2.0
1.1335,2.0
1.1418,2.0
1.1502,2.0
1.1585,2.0
1.1668,2.0
1.1752,2.0
1.1835,2.0
1.1919,2.0
1.2002,3.0
1.2085,3.0
1.2169,3.0
1.2252,3.0
1.2336,3.0
1.2419,3.0
1.2503,3.0
1.2586,3.0
1.2669,21.9
1.2753,21.9
1.2836,21.9
1.292,21.9
1.3003,21.9
1.3086,21.9
1.317,21.9
1.3253,21.9
1.3337,21.9
1.342,21.9
1.3504,21.9
1.3587,23.0
1.367,23.0
1.3754,23.0
1.3837,23.0
1.3921,23.0
1.4004,23.0
1.4087,23.0
1.4171,23.0
1.4254,23.0
1.4338,23.0
1.4421,29.0
1.4505,29.0
1.4588,29.0
1.4671,29.0
1.4755,29.0
1.4838,29.0
1.4922,29.0
1.5005,29.0
1.5088,29.0
1.5172,29.0
1.5255,29.0
1.5339,29.0
1.5422,29.0
1.5506,29.0
1.5589,29.0
1.5672,29.0
1.5756,29.0
1.5839,29.0
1.5923,29.0
1.6006,29.0
1.6089,29.0
1.6173,29.0
1.6256,29.0
1.634,29.0
1.6423,29.0
1.6507,29.0
1.659,29.0
1.6673,29.0
1.6757,29.0
1.684,29.8
1.6924,30.6
1.7007,31.4
1.709,32.2
1.7174,33.0
1.7257,33.0
1.7341,33.0
1.7424,33.0
1.7508,33.0
1.7591,33.0
1.7674,33.0
1.7758,33.0
1.7841,33.0
1.7925,33.0
1.8008,33.0
1.8091,37.0
1.8175,37.0
1.8258,37.0
1.8342,37.0
1.8425,37.0
1.8509,37.0
1.8592,37.6
1.8675,38.1
1.8759,38.7
1.8842,39.3
1.8926,39.9
1.9009,40.4
1.9092,41.0
1.9176,41.0
1.9259,41.0
1.9343,41.0
1.9426,41.0
1.951,41.0
1.9593,48.1
