t_s,weight
0.0041,0.0
0.0124,0.0
0.0208,0.0
0.0291,0.0
0.0374,0.0
0.0458,0.0
0.0541,0.0
0.0625,0.0
0.0708,0.0
0.0791,0.0
0.0875,0.0
0.0958,0.0
0.1042,0.0
0.1125,0.0
0.1209,0.0
0.1292,0.0
0.1375,0.0
0.1459,0.0
0.1542,0.0
0.1626,0.0
0.1709,0.0
0.1792,0.0
0.1876,0.0
0.1959,0.0
0.2043,0.0
0.2126,0.0
0.221,0.0
0.2293,0.0
0.2376,0.0
0.246,0.0
0.2543,0.0
0.2627,0.0
0.271,0.0
0.2793,0.0
0.2877,0.0
0.296,0.0
0.3044,0.0
0.3127,0.0
0.3211,0.0
0.3294,0.0
0.3377,0.0
0.3461,0.0
0.3544,0.0
0.3628,0.0
0.3711,0.0
0.3794,0.0
0.3878,0.0
0.3961,0.0
0.4045,0.0
0.4128,0.0
0.4212,0.0
0.4295,0.0
0.4378,0.0
0.4462,0.0
0.4545,0.0
0.4629,0.0
0.4712,0.0
0.4795,0.0
0.4879,0.0
0.4962,0.0
0.5046,0.0
0.5129,0.0
0.5213,0.0
0.5296,0.0
0.5379,0.0
0.5463,0.0
0.5546,0.0
0.563,0.2
0.5713,0.5
0.5796,0.8
0.588,1.0
0.5963,1.2
0.6047,1.5
0.613,1.8
0.6214,2.0
0.6297,2.0
0.638,2.0
0.6464,2.0
0.6547,2.0
0.6631,2.0
0.6714,2.0
0.6797,2.0
0.6881,2.0
0.6964,2.0
0.7048,2.3
0.7131,2.7
0.7215,3.0
0.7298,3.0
0.7381,3.0
0.7465,3.0
0.7548,3.0
0.7632,3.0
0.7715,3.0
0.7798,3.0
0.7882,3.0
0.7965,3.0
0.8049,3.0
0.8132,23.0
0.8216,23.0
0.8299,23.0
0.8382,23.0
0.8466,27.0
0.8549,27.0
0.8633,27.0
0.8716,27.0
0.8799,27.0
0.8883,27.0
0.8966,27.0
0.905,27.0
0.9133,27.0
0.9217,29.2
0.93,29.2
0.9383,29.2
0.9467,29.2
0.955,29.2
0.9634,30.0
0.9717,31.0
0.98,32.0
0.9884,33.0
0.9967,34.0
1.0051,34.0
1.0134,34.0
1.0218,34.0
1.0301,34.0
1.0384,34.0
1.0468,34.0
1.0551,34.0
1.0635,34.0
1.0718,34.0
1.0801,34.0
1.0885,34.0
1.0968,34.0
1.1052,34.0
1.1135,34.0
1.1219,34.0
1.1302,41.0
1.1385,41.0
1.1469,41.0
1.1552,41.0
1.1636,41.0
1.1719,41.0
1.1802,41.0
1.1886,41.0
1.1969,41.0
1.2053,41.0
1.2136,42.2
1.222,43.3
1.2303,44.5
1.2386,45.7
1.247,46.8
1.2553,48.0
1.2637,48.0
1.272,48.0
1.2803,48.0
1.2887,48.0
1.297,48.0
1.3054,50.1
1.3137,52.3
1.3221,54.4
1.3304,56.6
1.3387,58.7
1.3471,60.9
1.3554,63.0
1.3638,63.0
1.3721,63.0
1.3804,63.0
1.3888,63.0
1.3971,63.0
1.4055,63.0
1.4138,63.4
1.4222,63.9
1.4305,64.3
1.4388,64.7
1.4472,65.1
1.4555,65.6
1.4639,66.0
1.4722,66.0
1.4805,66.0
1.4889,67.3
1.4972,68.7
1.5056,70.0
1.5139,71.3
1.5223,72.7
1.5306,74.0
1.5389,74.0
1.5473,74.0
1.5556,74.0
1.564,74.0
1.5723,74.0
1.5806,74.0
1.589,74.0
1.5973,74.0
1.6057,77.0
1.614,77.0
1.6224,77.0
1.6307,77.0
1.639,77.0
1.6474,77.0
1.6557,77.0
1.6641,77.0
1.6724,77.0
1.6807,77.0
1.6891,78.0
1.6974,79.0
1.7058,80.2
1.7141,81.4
1.7225,82.6
1.7308,83.8
1.7391,85.0
1.7475,85.8
1.7558,85.8
1.7642,85.8
1.7725,85.8
1.7808,85.8
1.7892,89.0
1.7975,89.0
1.8059,90.0
1.8142,91.0
1.8226,92.0
1.8309,93.0
1.8392,93.0
1.8476,93.8
1.8559,93.8
1.8643,93.8
1.8726,93.8
1.8809,93.8
1.8893,93.8
1.8976,95.6
1.906,95.6
1.9143,95.6
1.9227,95.6
1.931,95.6
1.9393,95.6
1.9477,95.6
1.956,95.6
1.9644,95.6
1.9727,95.6
1.981,95.6
1.9894,95.6
1.9977,95.6
2.0061,95.6
2.0144,95.6
2.0228,95.6
2.0311,95.6
2.0394,95.6
2.0478,95.6
2.0561,95.6
2.0645,95.6
2.0728,95.6
2.0811,95.6
2.0895,95.6
2.0978,95.6
2.1062,95.6
2.1145,95.6
2.1229,95.6
2.1312,95.6
2.1395,95.6
2.1479,95.6
2.1562,95.6
2.1646,95.6
2.1729,95.6
2.1812,95.6
2.1896,95.6
2.1979,95.6
2.2063,95.6
2.2146,95.6
2.223,95.6
2.2313,95.6
2.2396,95.6
2.248,95.6
2.2563,95.6
2.2647,95.6
2.273,95.6
2.2813,95.6
2.2897,95.6
2.298,95.6
2.3064,95.6
2.3147,95.6
2.3231,95.6
2.3314,95.6
