t_s,weight
0.0075,0.0
0.0158,0.0
0.0242,0.0
0.0325,0.0
0.0409,0.0
0.0492,0.0
0.0575,0.0
0.0659,0.0
0.0742,0.0
0.0826,0.0
0.0909,0.0
0.0993,0.0
0.1076,0.0
0.1159,0.0
0.1243,0.0
0.1326,0.0
0.141,0.0
0.1493,0.0
0.1576,0.0
0.166,0.0
0.1743,0.0
0.1827,0.0
0.191,0.0
0.1994,0.0
0.2077,0.0
0.216,0.0
0.2244,0.0
0.2327,0.0
0.2411,0.0
0.2494,0.0
0.2578,0.0
0.2661,0.0
0.2744,0.0
0.2828,0.0
0.2911,0.0
0.2995,0.0
0.3078,0.0
0.3161,0.0
0.3245,0.0
0.3328,0.0
0.3412,0.0
0.3495,0.0
0.3579,0.0
0.3662,0.0
0.3745,0.0
0.3829,0.0
0.3912,0.0
0.3996,0.0
0.4079,0.0
0.4162,0.0
0.4246,0.0
0.4329,0.0
0.4413,0.0
0.4496,0.0
0.458,0.0
0.4663,0.0
0.4746,0.0
0.483,0.0
0.4913,0.0
0.4997,0.0
0.508,0.0
0.5163,0.0
0.5247,0.0
0.533,0.0
0.5414,0.0
0.5497,0.0
0.5581,0.0
0.5664,0.0
0.5747,0.0
0.5831,0.0
0.5914,0.0
0.5998,0.0
0.6081,0.0
0.6164,0.0
0.6248,0.0
0.6331,0.0
0.6415,0.0
0.6498,0.0
0.6582,0.0
0.6665,0.0
0.6748,0.0
0.6832,0.0
0.6915,0.0
0.6999,0.0
0.7082,0.0
0.7165,0.0
0.7249,0.0
0.7332,0.0
0.7416,0.0
0.7499,0.0
0.7583,0.0
0.7666,0.0
0.7749,0.0
0.7833,0.0
0.7916,0.0
0.8,0.0
0.8083,0.0
0.8166,0.0
0.825,0.0
0.8333,0.0
0.8417,0.0
0.85,0.0
0.8584,0.0
0.8667,0.0
0.875,0.0
0.8834,0.0
0.8917,0.0
0.9001,0.0
0.9084,0.0
0.9167,0.0
0.9251,0.0
0.9334,0.0
0.9418,0.0
0.9501,0.0
0.9585,0.0
0.9668,0.0
0.9751,0.0
0.9835,0.0
0.9918,0.0
1.0002,0.0
1.0085,0.0
1.0168,0.0
1.0252,0.0
1.0335,0.0
1.0419,0.0
1.0502,0.0
1.0586,0.0
1.0669,0.0
1.0752,0.0
1.0836,0.0
1.0919,0.0
1.1003,0.0
1.1086,0.0
1.1169,0.0
1.1253,0.0
1.1336,0.0
1.142,0.0
1.1503,0.0
1.1587,0.0
1.167,0.0
1.1753,0.0
1.1837,0.0
1.192,0.0
1.2004,0.0
1.2087,0.0
1.217,0.0
1.2254,0.0
1.2337,0.0
1.2421,0.0
1.2504,4.4
1.2588,4.4
1.2671,4.4
1.2754,4.4
1.2838,4.4
1.2921,4.4
1.3005,4.4
1.3088,4.4
1.3171,4.4
1.3255,4.4
1.3338,4.4
1.3422,7.0
1.3505,22.1
1.3589,32.9
1.3672,32.9
1.3755,32.9
1.3839,32.9
1.3922,32.9
1.4006,32.9
1.4089,32.9
1.4172,32.9
1.4256,32.9
1.4339,35.2
1.4423,35.2
1.4506,35.4
1.459,35.4
1.4673,35.4
1.4756,35.4
1.484,35.4
1.4923,35.4
1.5007,35.4
1.509,35.4
1.5173,35.4
1.5257,35.4
1.534,35.4
1.5424,35.4
1.5507,36.4
1.5591,38.6
1.5674,40.9
1.5757,43.1
1.5841,45.3
1.5924,47.6
1.6008,49.8
1.6091,52.0
1.6174,54.2
1.6258,54.2
1.6341,54.2
1.6425,57.3
1.6508,60.3
1.6592,63.0
1.6675,63.0
1.6758,63.0
1.6842,63.0
1.6925,63.0
1.7009,63.0
1.7092,63.0
1.7175,63.0
1.7259,63.0
1.7342,63.0
1.7426,63.0
1.7509,80.4
1.7593,80.4
1.7676,80.4
1.7759,80.4
1.7843,80.4
1.7926,80.4
1.801,80.4
1.8093,80.4
1.8176,80.4
1.826,80.4
1.8343,80.4
1.8427,80.4
1.851,80.4
1.8594,86.4
1.8677,86.4
1.876,86.4
1.8844,96.4
1.8927,97.4
1.9011,97.4
1.9094,97.4
1.9177,97.4
1.9261,97.4
1.9344,97.4
1.9428,97.4
1.9511,97.4
1.9595,97.4
1.9678,97.4
1.9761,97.4
1.9845,97.4
1.9928,107.0
2.0012,116.5
2.0095,116.5
2.0178,116.5
2.0262,116.5
2.0345,126.6
2.0429,135.6
2.0512,135.6
2.0596,135.6
2.0679,135.6
2.0762,135.6
2.0846,135.6
2.0929,135.6
2.1013,135.6
2.1096,135.6
2.1179,135.6
2.1263,135.6
2.1346,135.6
2.143,135.6
2.1513,137.8
2.1597,139.9
2.168,142.1
2.1763,144.2
2.1847,146.4
2.193,148.5
2.2014,150.7
2.2097,150.7
2.218,150.7
2.2264,150.7
2.2347,150.7
2.2431,160.7
2.2514,160.7
2.2598,166.8
2.2681,166.8
2.2764,166.8
2.2848,167.8
2.2931,167.8
2.3015,167.8
2.3098,167.8
2.3181,167.8
2.3265,167.8
2.3348,185.5
2.3432,185.5
2.3515,185.5
2.3599,185.5
2.3682,185.5
2.3765,185.5
2.3849,185.5
2.3932,185.5
2.4016,185.5
2.4099,185.5
2.4182,185.5
2.4266,185.5
2.4349,185.5
2.4433,186.9
2.4516,186.9
2.46,186.9
2.4683,186.9
2.4766,186.9
2.485,186.9
2.4933,186.9
2.5017,186.9
2.51,186.9
2.5183,186.9
2.5267,186.9
2.535,186.9
2.5434,186.9
2.5517,186.9
2.5601,186.9
2.5684,186.9
2.5767,194.0
2.5851,194.0
2.5934,194.0
2.6018,194.0
2.6101,194.0
2.6184,194.0
2.6268,194.0
2.6351,194.0
2.6435,194.0
2.6518,194.9
2.6602,195.9
2.6685,196.9
2.6768,197.9
2.6852,198.9
2.6935,199.9
2.7019,199.9
2.7102,199.9
2.7185,199.9
2.7269,199.9
2.7352,201.9
2.7436,206.3
2.7519,206.3
2.7603,206.3
2.7686,206.3
2.7769,206.3
2.7853,206.3
2.7936,206.3
2.802,206.3
2.8103,206.3
2.8186,206.3
2.827,207.0
2.8353,207.0
2.8437,207.0
2.852,207.0
2.8604,207.0
2.8687,207.0
2.877,208.0
2.8854,208.0
2.8937,208.0
2.9021,208.0
2.9104,208.0
2.9187,208.0
2.9271,208.0
2.9354,208.0
2.9438,208.0
2.9521,208.0
2.9605,208.0
2.9688,208.0
2.9771,208.5
2.9855,209.0
2.9938,209.5
3.0022,210.0
3.0105,210.0
3.0188,210.0
3.0272,211.0
3.0355,212.0
3.0439,212.0
3.0522,212.0
3.0606,212.0
3.0689,212.0
3.0772,212.0
3.0856,212.0
3.0939,212.0
3.1023,212.0
3.1106,212.0
3.1189,212.0
3.1273,212.0
3.1356,212.0
3.144,212.0
3.1523,212.0
3.1607,212.0
3.169,212.0
3.1773,212.0
3.1857,212.0
3.194,212.0
3.2024,212.0
3.2107,212.0
3.219,212.0
3.2274,212.0
3.2357,212.1
3.2441,212.2
3.2524,212.3
3.2608,212.4
3.2691,212.5
3.2774,212.6
3.2858,212.7
3.2941,212.8
3.3025,212.9
3.3108,213.0
3.3191,213.1
3.3275,213.2
3.3358,213.3
3.3442,213.4
3.3525,213.5
3.3609,213.6
3.3692,213.7
3.3775,213.8
3.3859,213.9
3.3942,214.0
3.4026,214.0
3.4109,214.0
3.4192,214.0
3.4276,214.0
3.4359,215.0
3.4443,215.0
3.4526,215.0
3.461,215.0
3.4693,215.0
3.4776,215.0
3.486,215.0
3.4943,215.0
3.5027,215.0
3.511,215.0
3.5193,215.0
3.5277,215.0
3.536,215.0
3.5444,215.0
3.5527,215.0
3.5611,215.0
3.5694,215.0
3.5777,215.0
3.5861,215.0
3.5944,215.0
3.6028,215.0
3.6111,215.0
3.6194,215.0
3.6278,215.0
3.6361,215.0
3.6445,215.0
3.6528,215.0
3.6612,215.0
3.6695,215.0
3.6778,215.0
3.6862,215.0
3.6945,215.0
3.7029,215.0
3.7112,215.0
3.7195,215.0
3.7279,215.0
3.7362,215.0
3.7446,215.0
3.7529,215.0
3.7613,215.0
3.7696,215.0
3.7779,215.0
3.7863,215.0
3.7946,215.0
3.803,215.0
3.8113,215.0
3.8196,215.0
3.828,215.0
3.8363,217.0
3.8447,217.0
3.853,217.0
3.8614,217.0
3.8697,217.0
3.878,217.0
3.8864,217.0
3.8947,217.0
