t_s,weight
0.0069,0.0
0.0153,0.0
0.0236,0.0
0.0319,0.0
0.0403,0.0
0.0486,0.0
0.057,0.0
0.0653,0.0
0.0736,0.0
0.082,0.0
0.0903,0.0
0.0987,0.0
0.107,0.0
0.1154,0.0
0.1237,0.0
0.132,0.0
0.1404,0.0
0.1487,0.0
0.1571,0.0
0.1654,0.0
0.1737,0.0
0.1821,0.0
0.1904,0.0
0.1988,0.0
0.2071,0.0
0.2155,0.0
0.2238,0.0
0.2321,0.0
0.2405,0.0
0.2488,0.0
0.2572,0.0
0.2655,0.0
0.2738,0.0
0.2822,0.0
0.2905,0.0
0.2989,0.0
0.3072,0.0
0.3156,0.0
0.3239,0.0
0.3322,0.0
0.3406,0.0
0.3489,0.0
0.3573,0.0
0.3656,0.0
0.3739,0.0
0.3823,0.0
0.3906,0.0
0.399,0.0
0.4073,0.0
0.4157,0.0
0.424,0.0
0.4323,0.0
0.4407,0.0
0.449,0.0
0.4574,0.0
0.4657,0.0
0.474,0.0
0.4824,0.0
0.4907,0.0
0.4991,0.0
0.5074,0.0
0.5158,0.0
0.5241,0.0
0.5324,0.0
0.5408,0.0
0.5491,0.0
0.5575,0.0
0.5658,0.0
0.5741,0.0
0.5825,0.0
0.5908,0.0
0.5992,0.0
0.6075,0.0
0.6159,0.0
0.6242,0.0
0.6325,0.0
0.6409,0.0
0.6492,0.0
0.6576,0.0
0.6659,0.0
0.6742,0.0
0.6826,0.0
0.6909,0.0
0.6993,0.0
0.7076,0.0
0.716,0.0
0.7243,0.0
0.7326,0.0
0.741,0.0
0.7493,0.0
0.7577,0.0
0.766,0.0
0.7743,0.0
0.7827,0.0
0.791,0.0
0.7994,0.0
0.8077,0.0
0.8161,0.0
0.8244,0.0
0.8327,0.0
0.8411,0.0
0.8494,0.0
0.8578,0.0
0.8661,0.0
0.8744,0.0
0.8828,0.0
0.8911,0.0
0.8995,0.0
0.9078,0.0
0.9162,0.0
0.9245,0.0
0.9328,0.0
0.9412,0.0
0.9495,0.0
0.9579,0.0
0.9662,0.0
0.9745,0.0
0.9829,0.0
0.9912,0.0
0.9996,0.0
1.0079,0.0
1.0163,0.0
1.0246,0.0
1.0329,0.0
1.0413,0.0
1.0496,0.0
1.058,0.0
1.0663,0.0
1.0746,0.0
1.083,0.0
1.0913,0.0
1.0997,0.0
1.108,0.0
1.1164,0.0
1.1247,0.0
1.133,0.0
1.1414,0.0
1.1497,0.0
1.1581,0.0
1.1664,0.0
1.1747,0.0
1.1831,0.0
1.1914,0.0
1.1998,0.0
1.2081,0.0
1.2165,0.0
1.2248,0.0
1.2331,0.0
1.2415,0.0
1.2498,0.0
1.2582,0.0
1.2665,0.0
1.2748,0.0
1.2832,0.0
1.2915,0.0
1.2999,0.0
1.3082,0.0
1.3166,0.0
1.3249,0.0
1.3332,0.0
1.3416,0.0
1.3499,0.0
1.3583,0.0
1.3666,0.0
1.3749,0.0
1.3833,0.0
1.3916,0.0
1.4,0.0
1.4083,0.0
1.4167,0.0
1.425,0.0
1.4333,0.0
1.4417,0.0
1.45,0.0
1.4584,0.3
1.4667,0.6
1.475,0.9
1.4834,1.1
1.4917,1.4
1.5001,1.7
1.5084,2.0
1.5168,2.0
1.5251,2.0
1.5334,2.0
1.5418,2.0
1.5501,2.0
1.5585,2.0
1.5668,2.0
1.5751,2.0
1.5835,3.0
1.5918,3.0
1.6002,3.0
1.6085,3.0
1.6169,3.0
1.6252,3.0
1.6335,3.0
1.6419,3.0
1.6502,3.0
1.6586,4.5
1.6669,4.9
1.6752,4.9
1.6836,4.9
1.6919,4.9
1.7003,4.9
1.7086,4.9
1.717,4.9
1.7253,4.9
1.7336,4.9
1.742,4.9
1.7503,4.9
1.7587,4.9
1.767,22.8
1.7753,22.8
1.7837,22.8
1.792,22.8
1.8004,22.8
1.8087,22.8
1.8171,22.8
1.8254,22.8
1.8337,22.8
1.8421,22.8
1.8504,22.8
1.8588,22.8
1.8671,22.8
1.8754,23.0
1.8838,23.0
1.8921,23.0
1.9005,23.0
1.9088,23.0
1.9172,23.0
1.9255,23.0
1.9338,23.0
1.9422,23.0
1.9505,24.0
1.9589,25.0
1.9672,26.0
1.9755,26.3
1.9839,26.3
1.9922,26.3
