t_s,weight
0.0075,0.0
0.0158,0.0
0.0242,0.0
0.0325,0.0
0.0409,0.0
0.0492,0.0
0.0575,0.0
0.0659,0.0
0.0742,0.0
0.0826,0.0
0.0909,0.0
0.0992,0.0
0.1076,0.0
0.1159,0.0
0.1243,0.0
0.1326,0.0
0.141,0.0
0.1493,0.0
0.1576,0.0
0.166,0.0
0.1743,0.0
0.1827,0.0
0.191,0.0
0.1993,0.0
0.2077,0.0
0.216,0.0
0.2244,0.0
0.2327,0.0
0.2411,0.0
0.2494,0.0
0.2577,0.0
0.2661,0.0
0.2744,0.0
0.2828,0.0
0.2911,0.0
0.2994,0.0
0.3078,0.0
0.3161,0.0
0.3245,0.0
0.3328,0.0
0.3412,0.0
0.3495,0.0
0.3578,0.0
0.3662,0.0
0.3745,0.0
0.3829,0.0
0.3912,0.0
0.3995,0.0
0.4079,0.0
0.4162,0.0
0.4246,0.0
0.4329,0.0
0.4413,0.0
0.4496,0.0
0.4579,0.0
0.4663,0.0
0.4746,0.0
0.483,0.0
0.4913,0.0
0.4996,0.0
0.508,0.0
0.5163,0.0
0.5247,0.0
0.533,0.0
0.5414,0.0
0.5497,0.0
0.558,0.0
0.5664,0.0
0.5747,0.0
0.5831,0.0
0.5914,0.0
0.5997,0.0
0.6081,0.0
0.6164,0.0
0.6248,0.0
0.6331,0.0
0.6415,0.0
0.6498,0.0
0.6581,0.0
0.6665,0.0
0.6748,0.0
0.6832,0.0
0.6915,0.0
0.6998,0.0
0.7082,0.0
0.7165,0.0
0.7249,0.0
0.7332,0.0
0.7416,0.0
0.7499,0.0
0.7582,0.0
0.7666,0.0
0.7749,0.0
0.7833,0.0
0.7916,0.0
0.7999,0.0
0.8083,0.0
0.8166,0.0
0.825,0.0
0.8333,0.0
0.8417,0.0
0.85,0.0
0.8583,0.0
0.8667,0.0
0.875,0.0
0.8834,0.0
0.8917,0.0
0.9,0.0
0.9084,0.0
0.9167,0.0
0.9251,0.0
0.9334,0.0
0.9418,0.0
0.9501,0.0
0.9584,0.0
0.9668,0.0
0.9751,0.0
0.9835,0.0
0.9918,0.0
1.0001,0.0
1.0085,0.0
1.0168,0.0
1.0252,0.0
1.0335,0.0
1.0419,0.0
1.0502,0.0
1.0585,0.0
1.0669,0.0
1.0752,0.0
1.0836,0.0
1.0919,0.0
1.1002,0.0
1.1086,0.0
1.1169,0.0
1.1253,0.0
1.1336,0.0
1.142,0.0
1.1503,0.0
1.1586,0.0
1.167,0.0
1.1753,0.0
1.1837,0.0
1.192,0.0
1.2003,0.0
1.2087,0.0
1.217,0.0
1.2254,0.0
1.2337,0.0
1.2421,5.0
1.2504,5.0
1.2587,5.0
1.2671,5.0
1.2754,5.0
1.2838,5.0
1.2921,5.0
1.3004,5.0
1.3088,5.0
1.3171,5.0
1.3255,5.0
1.3338,5.0
1.3422,5.0
1.3505,5.0
1.3588,27.9
1.3672,27.9
1.3755,27.9
1.3839,27.9
1.3922,27.9
1.4005,27.9
1.4089,27.9
1.4172,27.9
1.4256,27.9
1.4339,28.1
1.4423,28.1
1.4506,28.1
1.4589,28.1
1.4673,28.1
1.4756,28.1
1.484,28.1
1.4923,28.1
1.5006,28.1
1.509,28.1
1.5173,28.1
1.5257,28.1
1.534,28.1
1.5424,28.1
1.5507,28.1
1.559,28.1
1.5674,28.1
1.5757,33.7
1.5841,33.7
1.5924,33.7
1.6007,33.7
1.6091,33.7
1.6174,33.7
1.6258,33.7
1.6341,33.7
1.6425,33.7
1.6508,33.7
1.6591,37.9
1.6675,37.9
1.6758,37.9
1.6842,37.9
1.6925,37.9
1.7008,38.7
1.7092,38.7
1.7175,38.7
1.7259,38.7
1.7342,38.7
1.7426,38.7
1.7509,38.7
1.7592,38.7
1.7676,38.7
1.7759,41.2
1.7843,44.6
1.7926,46.8
1.8009,46.8
1.8093,46.8
1.8176,46.8
1.826,46.8
1.8343,46.8
1.8427,46.8
1.851,47.9
1.8593,48.6
1.8677,49.2
1.876,49.9
1.8844,50.5
1.8927,51.2
1.901,51.8
1.9094,52.5
1.9177,53.1
1.9261,53.8
1.9344,54.4
1.9428,55.1
1.9511,55.7
1.9594,56.4
1.9678,57.1
1.9761,57.7
1.9845,58.4
1.9928,59.0
2.0011,59.7
2.0095,60.3
2.0178,61.0
2.0262,61.6
2.0345,62.3
2.0429,62.9
2.0512,63.6
2.0595,64.2
2.0679,64.9
2.0762,65.6
2.0846,66.2
2.0929,66.9
2.1012,66.9
2.1096,66.9
2.1179,66.9
2.1263,66.9
2.1346,66.9
2.143,66.9
2.1513,77.7
2.1596,77.7
2.168,77.7
2.1763,77.7
2.1847,77.7
2.193,77.7
2.2014,77.7
2.2097,77.7
2.218,77.7
2.2264,77.7
2.2347,77.7
2.2431,77.7
2.2514,77.7
2.2597,84.5
2.2681,84.5
2.2764,84.5
2.2848,84.5
2.2931,84.5
2.3015,84.5
2.3098,84.5
2.3181,84.5
2.3265,84.5
2.3348,84.5
2.3432,84.5
2.3515,87.8
2.3598,87.8
2.3682,87.8
2.3765,87.8
2.3849,87.8
2.3932,88.6
2.4016,88.6
2.4099,88.6
2.4182,88.6
2.4266,88.6
2.4349,88.6
2.4433,88.6
2.4516,88.6
2.4599,88.6
2.4683,88.6
2.4766,88.6
2.485,88.6
2.4933,93.9
2.5017,93.9
2.51,93.9
2.5183,93.9
2.5267,93.9
2.535,93.9
2.5434,93.9
2.5517,93.9
2.56,93.9
2.5684,93.9
2.5767,93.9
2.5851,95.7
2.5934,97.5
2.6018,99.2
2.6101,101.0
2.6184,102.8
2.6268,102.8
2.6351,102.8
2.6435,107.9
2.6518,107.9
2.6601,107.9
2.6685,107.9
2.6768,107.9
2.6852,107.9
2.6935,111.1
2.7019,113.9
2.7102,113.9
2.7185,113.9
2.7269,113.9
2.7352,117.4
2.7436,117.4
2.7519,117.4
2.7602,117.4
2.7686,117.4
2.7769,117.4
2.7853,117.4
2.7936,117.4
2.802,117.4
2.8103,117.4
2.8186,117.4
2.827,117.4
2.8353,117.4
2.8437,119.7
2.852,123.7
2.8603,124.0
2.8687,124.0
2.877,124.0
2.8854,124.0
2.8937,124.0
2.9021,124.0
2.9104,124.0
2.9187,124.0
2.9271,124.0
2.9354,124.0
2.9438,124.0
2.9521,124.0
2.9604,127.7
2.9688,127.7
2.9771,127.7
2.9855,127.7
2.9938,127.7
3.0022,127.7
3.0105,127.7
3.0188,127.7
3.0272,127.7
3.0355,127.7
3.0439,127.7
3.0522,127.7
3.0605,127.7
3.0689,128.1
3.0772,128.4
3.0856,128.7
3.0939,129.1
3.1023,129.4
3.1106,129.7
3.1189,129.7
3.1273,129.7
3.1356,129.7
3.144,129.9
3.1523,130.0
3.1606,130.2
3.169,130.3
3.1773,130.4
3.1857,130.6
3.194,130.7
3.2024,130.9
3.2107,131.0
3.219,131.0
3.2274,131.0
3.2357,131.0
3.2441,131.0
3.2524,131.0
3.2607,131.0
3.2691,131.0
3.2774,131.0
3.2858,131.0
3.2941,131.0
3.3025,131.0
3.3108,131.0
3.3191,131.0
3.3275,131.0
3.3358,131.0
3.3442,131.0
3.3525,131.0
3.3608,131.0
3.3692,131.0
3.3775,131.0
3.3859,131.0
3.3942,131.0
3.4026,131.0
3.4109,131.0
3.4192,131.0
3.4276,131.0
3.4359,131.0
3.4443,131.0
3.4526,131.0
3.4609,131.0
3.4693,131.0
3.4776,131.0
3.486,131.0
3.4943,131.0
3.5027,131.0
3.511,131.0
3.5193,131.0
3.5277,131.0
3.536,131.0
3.5444,131.0
3.5527,131.0
3.561,131.0
3.5694,131.0
3.5777,131.0
3.5861,131.0
3.5944,131.0
3.6028,131.0
3.6111,131.0
3.6194,131.0
3.6278,131.0
3.6361,131.0
3.6445,131.0
3.6528,131.0
3.6611,131.0
3.6695,131.0
3.6778,131.0
3.6862,131.0
3.6945,131.0
3.7029,131.0
3.7112,131.0
3.7195,131.0
3.7279,131.0
3.7362,131.0
3.7446,131.0
3.7529,131.0
3.7612,131.0
3.7696,131.0
3.7779,131.0
3.7863,131.0
3.7946,131.0
3.803,131.0
3.8113,131.0
3.8196,131.0
3.828,131.0
3.8363,131.0
3.8447,131.0
3.853,131.0
3.8613,131.0
3.8697,131.0
3.878,131.0
3.8864,131.0
3.8947,131.0
