t_s,weight
0.0073,0.0
0.0157,0.0
0.024,0.0
0.0323,0.0
0.0407,0.0
0.049,0.0
0.0574,0.0
0.0657,0.0
0.0741,0.0
0.0824,0.0
0.0907,0.0
0.0991,0.0
0.1074,0.0
0.1158,0.0
0.1241,0.0
0.1324,0.0
0.1408,0.0
0.1491,0.0
0.1575,0.0
0.1658,0.0
0.1742,0.0
0.1825,0.0
0.1908,0.0
0.1992,0.0
0.2075,0.0
0.2159,0.0
0.2242,0.0
0.2325,0.0
0.2409,0.0
0.2492,0.0
0.2576,0.0
0.2659,0.0
0.2743,0.0
0.2826,0.0
0.2909,0.0
0.2993,0.0
0.3076,0.0
0.316,0.0
0.3243,0.0
0.3326,0.0
0.341,0.0
0.3493,0.0
0.3577,0.0
0.366,0.0
0.3744,0.0
0.3827,0.0
0.391,0.0
0.3994,0.0
0.4077,0.0
0.4161,0.0
0.4244,0.0
0.4327,0.0
0.4411,0.0
0.4494,0.0
0.4578,0.0
0.4661,0.0
0.4745,0.0
0.4828,0.0
0.4911,0.0
0.4995,0.0
0.5078,0.0
0.5162,0.0
0.5245,0.0
0.5328,0.0
0.5412,0.0
0.5495,0.0
0.5579,0.0
0.5662,0.0
0.5746,0.3
0.5829,0.6
0.5912,0.9
0.5996,1.1
0.6079,1.4
0.6163,1.7
0.6246,2.0
0.6329,2.0
0.6413,2.0
0.6496,2.0
0.658,2.0
0.6663,2.0
0.6747,2.0
0.683,2.0
0.6913,2.0
0.6997,2.0
0.708,2.0
0.7164,2.0
0.7247,2.0
0.733,2.0
0.7414,2.0
0.7497,2.0
0.7581,2.0
0.7664,2.0
0.7748,2.0
0.7831,2.5
0.7914,3.0
0.7998,3.5
0.8081,4.0
0.8165,4.0
0.8248,4.0
0.8331,4.0
0.8415,4.0
0.8498,4.0
0.8582,4.0
0.8665,4.0
0.8749,4.0
0.8832,21.9
0.8915,21.9
0.8999,21.9
0.9082,21.9
0.9166,21.9
0.9249,21.9
0.9332,21.9
0.9416,21.9
0.9499,21.9
0.9583,21.9
0.9666,21.9
0.975,21.9
0.9833,21.9
0.9916,21.9
1.0,21.9
1.0083,21.9
1.0167,21.9
1.025,21.9
1.0333,21.9
1.0417,21.9
1.05,21.9
1.0584,21.9
1.0667,21.9
1.0751,21.9
1.0834,26.1
1.0917,26.1
1.1001,26.1
1.1084,26.1
1.1168,26.1
1.1251,26.1
1.1334,26.1
1.1418,26.1
1.1501,26.1
1.1585,26.1
1.1668,26.1
1.1752,26.1
1.1835,26.1
1.1918,27.8
1.2002,27.8
1.2085,27.8
1.2169,27.8
1.2252,27.8
1.2335,27.8
1.2419,27.8
1.2502,27.8
1.2586,27.8
1.2669,27.8
1.2753,27.8
1.2836,27.8
1.2919,27.8
1.3003,32.5
1.3086,32.5
1.317,32.5
1.3253,32.5
1.3336,32.5
1.342,32.5
1.3503,32.5
1.3587,32.5
1.367,34.8
1.3754,36.2
1.3837,36.2
1.392,36.2
1.4004,36.2
1.4087,36.2
1.4171,36.2
1.4254,36.2
1.4337,36.2
1.4421,36.2
1.4504,36.2
1.4588,36.2
1.4671,36.2
1.4755,36.2
1.4838,36.2
1.4921,36.5
1.5005,36.7
1.5088,37.0
1.5172,37.2
1.5255,37.5
1.5338,37.7
1.5422,38.0
1.5505,38.2
1.5589,38.5
1.5672,38.7
1.5756,39.0
1.5839,39.2
1.5922,39.5
1.6006,39.7
1.6089,40.0
1.6173,40.2
1.6256,40.5
1.6339,40.7
1.6423,41.0
1.6506,41.2
1.659,41.5
1.6673,41.7
1.6757,42.0
1.684,42.2
1.6923,42.5
1.7007,42.7
1.709,42.7
1.7174,46.7
1.7257,46.7
1.734,46.7
1.7424,46.7
1.7507,46.7
1.7591,46.7
1.7674,46.7
1.7758,47.3
1.7841,48.0
1.7924,48.7
1.8008,49.3
1.8091,50.0
1.8175,50.6
1.8258,50.6
1.8341,50.6
1.8425,50.6
1.8508,50.6
1.8592,50.6
1.8675,53.6
1.8759,53.6
1.8842,55.6
1.8925,55.6
1.9009,55.6
1.9092,55.6
1.9176,55.6
1.9259,55.6
1.9342,55.6
1.9426,55.6
1.9509,55.6
1.9593,55.6
