t_s,weight
0.0071,0.0
0.0154,0.0
0.0238,0.0
0.0321,0.0
0.0404,0.0
0.0488,0.0
0.0571,0.0
0.0655,0.0
0.0738,0.0
0.0822,0.0
0.0905,0.0
0.0988,0.0
0.1072,0.0
0.1155,0.0
0.1239,0.0
0.1322,0.0
0.1405,0.0
0.1489,0.0
0.1572,0.0
0.1656,0.0
0.1739,0.0
0.1823,0.0
0.1906,0.0
0.1989,0.0
0.2073,0.0
0.2156,0.0
0.224,0.0
0.2323,0.0
0.2406,0.0
0.249,0.0
0.2573,0.0
0.2657,0.0
0.274,0.0
0.2824,0.0
0.2907,0.0
0.299,0.0
0.3074,0.0
0.3157,0.0
0.3241,0.0
0.3324,0.0
0.3407,0.0
0.3491,0.0
0.3574,0.0
0.3658,0.0
0.3741,0.0
0.3825,0.0
0.3908,0.0
0.3991,0.0
0.4075,0.0
0.4158,0.0
0.4242,0.0
0.4325,0.0
0.4408,0.0
0.4492,0.0
0.4575,0.0
0.4659,0.0
0.4742,0.0
0.4826,0.0
0.4909,0.0
0.4992,0.0
0.5076,0.0
0.5159,0.0
0.5243,0.0
0.5326,0.0
0.5409,0.0
0.5493,0.0
0.5576,0.0
0.566,0.0
0.5743,0.0
0.5827,0.0
0.591,0.0
0.5993,0.0
0.6077,0.0
0.616,0.0
0.6244,0.0
0.6327,0.0
0.641,0.0
0.6494,0.0
0.6577,0.0
0.6661,0.0
0.6744,0.0
0.6828,0.0
0.6911,0.0
0.6994,0.0
0.7078,0.0
0.7161,0.0
0.7245,0.0
0.7328,0.0
0.7411,0.0
0.7495,0.0
0.7578,0.0
0.7662,0.0
0.7745,0.0
0.7829,0.0
0.7912,0.0
0.7995,0.0
0.8079,0.0
0.8162,0.0
0.8246,0.0
0.8329,0.0
0.8412,0.0
0.8496,0.0
0.8579,0.0
0.8663,0.0
0.8746,0.0
0.883,0.0
0.8913,0.0
0.8996,0.0
0.908,0.0
0.9163,0.0
0.9247,0.0
0.933,0.0
0.9413,0.0
0.9497,0.0
0.958,0.0
0.9664,0.0
0.9747,0.0
0.9831,0.0
0.9914,0.0
0.9997,0.0
1.0081,0.0
1.0164,0.0
1.0248,0.0
1.0331,0.4
1.0414,0.8
1.0498,1.2
1.0581,1.6
1.0665,2.0
1.0748,2.0
1.0832,2.0
1.0915,2.0
1.0998,2.0
1.1082,2.0
1.1165,2.0
1.1249,2.0
1.1332,2.0
1.1415,2.0
1.1499,2.0
1.1582,2.0
1.1666,2.0
1.1749,2.0
1.1833,2.0
1.1916,2.0
1.1999,2.0
1.2083,2.0
1.2166,2.0
1.225,2.0
1.2333,2.0
1.2416,5.2
1.25,5.2
1.2583,5.2
1.2667,5.2
1.275,5.2
1.2834,5.2
1.2917,5.2
1.3,5.2
1.3084,5.2
1.3167,5.2
1.3251,5.2
1.3334,5.2
1.3417,28.0
1.3501,28.0
1.3584,28.0
1.3668,28.0
1.3751,28.0
1.3835,28.0
1.3918,28.0
1.4001,28.0
1.4085,28.0
1.4168,28.0
1.4252,28.0
1.4335,28.0
1.4418,28.0
1.4502,28.0
1.4585,30.0
1.4669,32.0
1.4752,32.0
1.4836,32.0
1.4919,32.0
1.5002,32.0
1.5086,32.0
1.5169,32.0
1.5253,32.0
1.5336,32.0
1.5419,32.0
1.5503,35.9
1.5586,35.9
1.567,35.9
1.5753,35.9
1.5837,35.9
1.592,35.9
1.6003,35.9
1.6087,35.9
1.617,35.9
1.6254,35.9
1.6337,38.9
1.642,38.9
1.6504,38.9
1.6587,38.9
1.6671,38.9
1.6754,38.9
1.6838,38.9
1.6921,38.9
1.7004,38.9
1.7088,38.9
1.7171,38.9
1.7255,38.9
1.7338,39.6
1.7421,40.2
1.7505,40.8
1.7588,41.4
1.7672,42.1
1.7755,42.7
1.7839,43.3
1.7922,43.9
1.8005,43.9
1.8089,43.9
1.8172,43.9
1.8256,43.9
1.8339,44.7
1.8422,45.5
1.8506,46.3
1.8589,47.0
1.8673,47.8
1.8756,48.6
1.884,49.4
1.8923,50.1
1.9006,50.9
1.909,50.9
1.9173,50.9
1.9257,50.9
1.934,56.9
1.9424,58.0
1.9507,58.0
1.959,58.0
1.9674,58.0
1.9757,58.0
1.9841,58.0
1.9924,58.0
2.0007,58.0
2.0091,58.0
2.0174,58.0
2.0258,66.3
2.0341,66.3
2.0425,66.3
2.0508,66.3
2.0591,66.3
2.0675,66.3
2.0758,66.3
2.0842,66.3
2.0925,66.3
2.1008,66.3
2.1092,66.3
2.1175,66.3
2.1259,68.9
2.1342,69.1
2.1426,69.4
2.1509,69.6
2.1592,69.9
2.1676,70.1
2.1759,70.4
2.1843,70.6
2.1926,70.9
2.2009,70.9
2.2093,70.9
2.2176,70.9
2.226,70.9
2.2343,76.9
2.2427,76.9
2.251,76.9
2.2593,76.9
2.2677,76.9
2.276,76.9
2.2844,76.9
2.2927,76.9
2.301,76.9
2.3094,76.9
2.3177,76.9
2.3261,76.9
2.3344,80.4
2.3428,83.9
2.3511,83.9
2.3594,83.9
2.3678,83.9
2.3761,83.9
2.3845,83.9
2.3928,83.9
2.4011,83.9
2.4095,83.9
2.4178,83.9
2.4262,83.9
2.4345,83.9
2.4429,83.9
2.4512,83.9
2.4595,92.0
2.4679,92.0
2.4762,92.0
2.4846,92.0
2.4929,92.0
2.5012,92.0
2.5096,92.0
2.5179,92.0
2.5263,93.9
2.5346,97.9
2.543,97.9
2.5513,97.9
2.5596,97.9
2.568,97.9
2.5763,97.9
2.5847,97.9
2.593,97.9
2.6013,97.9
2.6097,97.9
2.618,97.9
2.6264,97.9
2.6347,99.2
2.6431,100.5
2.6514,101.8
2.6597,103.2
2.6681,104.5
2.6764,105.8
2.6848,105.8
2.6931,105.8
2.7014,105.8
2.7098,105.8
2.7181,105.8
2.7265,107.8
2.7348,107.8
2.7432,107.8
2.7515,107.8
2.7598,108.8
2.7682,109.8
2.7765,110.8
2.7849,111.8
2.7932,112.8
2.8015,112.8
2.8099,112.8
2.8182,118.8
2.8266,118.8
2.8349,118.8
2.8433,118.8
2.8516,118.8
2.8599,118.8
2.8683,118.8
2.8766,118.8
2.885,118.8
2.8933,118.8
2.9016,118.8
2.91,118.8
2.9183,118.8
2.9267,119.5
2.935,120.2
2.9434,121.0
2.9517,121.7
2.96,122.4
2.9684,123.1
2.9767,123.8
2.9851,123.8
2.9934,123.8
3.0017,123.8
3.0101,123.8
3.0184,123.8
3.0268,123.8
3.0351,123.8
3.0435,123.8
3.0518,126.8
3.0601,126.8
3.0685,126.8
3.0768,126.8
3.0852,126.8
3.0935,126.8
3.1018,126.8
3.1102,126.8
3.1185,126.8
3.1269,128.0
3.1352,128.0
3.1436,128.0
3.1519,128.0
3.1602,128.0
3.1686,128.0
3.1769,128.0
3.1853,128.0
3.1936,128.0
3.2019,128.0
3.2103,128.0
3.2186,128.0
3.227,128.0
3.2353,128.0
3.2437,128.0
3.252,128.0
3.2603,128.0
3.2687,128.0
3.277,128.0
3.2854,128.0
3.2937,128.0
3.302,128.0
3.3104,128.0
3.3187,128.0
3.3271,128.0
3.3354,128.0
3.3438,128.0
3.3521,128.0
3.3604,128.0
3.3688,128.0
3.3771,128.0
3.3855,128.0
3.3938,128.0
3.4021,128.0
3.4105,128.0
3.4188,128.0
3.4272,128.0
3.4355,128.0
3.4439,128.0
3.4522,128.0
3.4605,128.0
3.4689,128.0
3.4772,128.0
3.4856,128.0
3.4939,128.0
3.5022,128.0
3.5106,128.0
3.5189,128.0
3.5273,128.0
3.5356,128.0
3.544,128.0
3.5523,128.0
3.5606,128.0
3.569,128.0
3.5773,128.0
3.5857,128.0
3.594,128.0
3.6023,128.0
3.6107,128.0
