t_s,weight
0.0079,0.0
0.0162,0.0
0.0246,0.0
0.0329,0.0
0.0413,0.0
0.0496,0.0
0.0579,0.0
0.0663,0.0
0.0746,0.0
0.083,0.0
0.0913,0.0
0.0996,0.0
0.108,0.0
0.1163,0.0
0.1247,0.0
0.133,0.0
0.1414,0.0
0.1497,0.0
0.158,0.0
0.1664,0.0
0.1747,0.0
0.1831,0.0
0.1914,0.0
0.1997,0.0
0.2081,0.0
0.2164,0.0
0.2248,0.0
0.2331,0.0
0.2415,0.0
0.2498,0.0
0.2581,0.0
0.2665,0.0
0.2748,0.0
0.2832,0.0
0.2915,0.0
0.2998,0.0
0.3082,0.0
0.3165,0.0
0.3249,0.0
0.3332,0.0
0.3416,0.0
0.3499,0.0
0.3582,0.0
0.3666,0.0
0.3749,0.0
0.3833,0.0
0.3916,0.0
0.3999,0.0
0.4083,0.0
0.4166,0.0
0.425,0.0
0.4333,0.0
0.4417,0.0
0.45,0.0
0.4583,0.0
0.4667,0.0
0.475,0.0
0.4834,0.0
0.4917,0.0
0.5,0.0
0.5084,0.0
0.5167,0.0
0.5251,0.0
0.5334,0.0
0.5418,0.0
0.5501,0.0
0.5584,0.0
0.5668,0.0
0.5751,0.0
0.5835,0.0
0.5918,0.0
0.6001,0.0
0.6085,0.0
0.6168,0.0
0.6252,0.0
0.6335,0.0
0.6419,0.0
0.6502,0.0
0.6585,0.0
0.6669,0.0
0.6752,0.0
0.6836,0.0
0.6919,0.0
0.7002,0.0
0.7086,0.0
0.7169,0.0
0.7253,0.0
0.7336,0.0
0.742,0.0
0.7503,0.0
0.7586,0.0
0.767,0.0
0.7753,0.0
0.7837,0.0
0.792,0.0
0.8003,0.0
0.8087,0.0
0.817,0.0
0.8254,0.0
0.8337,0.0
0.8421,0.0
0.8504,0.0
0.8587,0.0
0.8671,0.0
0.8754,0.0
0.8838,0.0
0.8921,0.0
0.9004,0.0
0.9088,0.0
0.9171,0.0
0.9255,0.0
0.9338,0.0
0.9422,0.0
0.9505,0.0
0.9588,0.0
0.9672,0.0
0.9755,0.0
0.9839,0.0
0.9922,0.0
1.0005,0.0
1.0089,0.0
1.0172,0.0
1.0256,0.0
1.0339,0.0
1.0423,0.0
1.0506,0.0
1.0589,0.0
1.0673,0.0
1.0756,0.0
1.084,0.0
1.0923,0.0
1.1006,0.0
1.109,0.0
1.1173,0.0
1.1257,0.0
1.134,4.7
1.1424,4.7
1.1507,4.7
1.159,4.7
1.1674,4.7
1.1757,4.7
1.1841,4.7
1.1924,4.7
1.2007,4.7
1.2091,4.7
1.2174,4.7
1.2258,4.7
1.2341,4.7
1.2425,6.3
1.2508,6.3
1.2591,6.3
1.2675,6.3
1.2758,6.3
1.2842,6.3
1.2925,6.3
1.3008,6.3
1.3092,6.3
1.3175,6.3
1.3259,6.3
1.3342,6.3
1.3426,23.0
1.3509,23.0
1.3592,23.0
1.3676,23.0
1.3759,23.0
1.3843,23.0
1.3926,23.0
1.4009,23.0
1.4093,23.0
1.4176,23.0
1.426,23.0
1.4343,23.0
1.4427,24.0
1.451,24.0
1.4593,24.0
1.4677,24.0
1.476,24.0
