t_s,weight
0.0077,0.0
0.0161,0.0
0.0244,0.0
0.0327,0.0
0.0411,0.0
0.0494,0.0
0.0578,0.0
0.0661,0.0
0.0744,0.0
0.0828,0.0
0.0911,0.0
0.0995,0.0
0.1078,0.0
0.1162,0.0
0.1245,0.0
0.1328,0.0
0.1412,0.0
0.1495,0.0
0.1579,0.0
0.1662,0.0
0.1745,0.0
0.1829,0.0
0.1912,0.0
0.1996,0.0
0.2079,0.0
0.2163,0.0
0.2246,0.0
0.2329,0.0
0.2413,0.0
0.2496,0.0
0.258,0.0
0.2663,0.0
0.2746,0.0
0.283,0.0
0.2913,0.0
0.2997,0.0
0.308,0.0
0.3164,0.0
0.3247,0.0
0.333,0.0
0.3414,0.0
0.3497,0.0
0.3581,0.0
0.3664,0.0
0.3747,0.0
0.3831,0.0
0.3914,0.0
0.3998,0.0
0.4081,0.0
0.4165,0.0
0.4248,0.0
0.4331,0.0
0.4415,0.0
0.4498,0.0
0.4582,0.0
0.4665,0.0
0.4748,0.0
0.4832,0.0
0.4915,0.0
0.4999,0.0
0.5082,0.0
0.5166,0.0
0.5249,0.0
0.5332,0.0
0.5416,0.0
0.5499,0.0
0.5583,0.0
0.5666,0.0
0.5749,0.0
0.5833,0.0
0.5916,0.0
0.6,0.0
0.6083,0.0
0.6167,0.0
0.625,0.0
0.6333,0.0
0.6417,0.0
0.65,0.0
0.6584,0.0
0.6667,0.0
0.675,0.0
0.6834,0.0
0.6917,0.0
0.7001,0.0
0.7084,0.0
0.7168,0.0
0.7251,0.0
0.7334,0.0
0.7418,0.0
0.7501,0.0
0.7585,0.0
0.7668,0.0
0.7751,0.0
0.7835,0.0
0.7918,0.0
0.8002,6.0
0.8085,6.0
0.8169,6.0
0.8252,6.0
0.8335,6.0
0.8419,6.0
0.8502,6.0
0.8586,6.0
0.8669,6.0
0.8752,6.0
0.8836,9.0
0.8919,9.0
0.9003,9.0
0.9086,9.0
0.917,9.0
0.9253,10.5
0.9336,12.0
0.942,13.5
0.9503,15.0
0.9587,16.5
0.967,18.0
0.9753,19.5
0.9837,21.0
0.992,22.5
1.0004,23.9
1.0087,23.9
1.0171,23.9
1.0254,23.9
1.0337,23.9
1.0421,23.9
1.0504,23.9
1.0588,23.9
1.0671,23.9
1.0754,23.9
1.0838,23.9
1.0921,23.9
1.1005,26.4
1.1088,26.4
1.1172,26.4
1.1255,26.4
1.1338,26.4
1.1422,26.4
1.1505,26.4
1.1589,26.4
1.1672,26.4
1.1755,26.4
1.1839,26.4
1.1922,26.4
1.2006,26.4
1.2089,26.4
1.2173,27.9
1.2256,27.9
1.2339,27.9
1.2423,27.9
1.2506,27.9
1.259,27.9
1.2673,27.9
1.2756,27.9
1.284,27.9
1.2923,27.9
1.3007,27.9
1.309,27.9
1.3174,29.3
1.3257,30.6
1.334,31.9
1.3424,31.9
1.3507,31.9
1.3591,31.9
1.3674,31.9
1.3757,31.9
1.3841,31.9
1.3924,31.9
1.4008,31.9
1.4091,31.9
1.4175,31.9
1.4258,32.9
1.4341,36.9
1.4425,36.9
1.4508,36.9
1.4592,36.9
1.4675,36.9
1.4758,36.9
1.4842,36.9
1.4925,36.9
1.5009,37.4
1.5092,37.8
1.5176,38.3
1.5259,38.7
1.5342,39.1
1.5426,39.6
1.5509,40.0
1.5593,40.5
1.5676,40.9
1.5759,40.9
1.5843,40.9
1.5926,43.9
1.601,43.9
1.6093,46.4
1.6177,46.4
1.626,46.4
1.6343,46.4
1.6427,46.4
1.651,46.4
1.6594,46.4
1.6677,46.4
1.676,46.4
1.6844,46.4
1.6927,46.4
1.7011,46.4
1.7094,47.0
1.7178,47.8
1.7261,48.5
1.7344,49.2
1.7428,49.9
1.7511,49.9
1.7595,49.9
1.7678,49.9
1.7761,49.9
1.7845,49.9
1.7928,49.9
1.8012,56.0
1.8095,56.0
1.8179,56.0
1.8262,56.0
1.8345,56.0
1.8429,56.0
1.8512,56.0
1.8596,56.0
1.8679,56.0
1.8762,56.0
1.8846,56.0
1.8929,62.5
1.9013,62.5
1.9096,62.5
1.918,62.5
1.9263,62.5
1.9346,62.5
1.943,62.5
