t_s,weight
0.0045,0.0
0.0129,0.0
0.0212,0.0
0.0296,0.0
0.0379,0.0
0.0462,0.0
0.0546,0.0
0.0629,0.0
0.0713,0.0
0.0796,0.0
0.0879,0.0
0.0963,0.0
0.1046,0.0
0.113,0.0
0.1213,0.0
0.1297,0.0
0.138,0.0
0.1463,0.0
0.1547,0.0
0.163,0.0
0.1714,0.0
0.1797,0.0
0.188,0.0
0.1964,0.0
0.2047,0.0
0.2131,0.0
0.2214,0.0
0.2298,0.0
0.2381,0.0
0.2464,0.0
0.2548,0.0
0.2631,0.0
0.2715,0.0
0.2798,0.0
0.2881,0.0
0.2965,0.0
0.3048,0.0
0.3132,0.0
0.3215,0.0
0.3299,0.0
0.3382,0.0
0.3465,0.0
0.3549,0.0
0.3632,0.0
0.3716,0.0
0.3799,0.0
0.3883,0.0
0.3966,0.0
0.4049,0.0
0.4133,0.0
0.4216,0.0
0.43,0.0
0.4383,0.0
0.4466,0.0
0.455,0.0
0.4633,0.0
0.4717,0.0
0.48,0.0
0.4884,0.0
0.4967,0.0
0.505,0.0
0.5134,0.0
0.5217,0.0
0.5301,0.0
0.5384,0.0
0.5467,0.0
0.5551,0.0
0.5634,0.0
0.5718,0.0
0.5801,0.0
0.5885,0.0
0.5968,0.0
0.6051,0.0
0.6135,0.0
0.6218,0.0
0.6302,0.0
0.6385,0.0
0.6468,0.0
0.6552,0.0
0.6635,0.0
0.6719,0.0
0.6802,0.0
0.6886,0.0
0.6969,0.0
0.7052,0.0
0.7136,0.0
0.7219,0.0
0.7303,0.0
0.7386,0.0
0.7469,0.0
0.7553,0.0
0.7636,0.0
0.772,0.0
0.7803,0.0
0.7887,0.0
0.797,0.0
0.8053,0.0
0.8137,0.0
0.822,0.0
0.8304,0.0
0.8387,0.0
0.847,0.0
0.8554,0.0
0.8637,0.0
0.8721,0.0
0.8804,0.0
0.8888,0.0
0.8971,0.0
0.9054,0.0
0.9138,0.0
0.9221,0.0
0.9305,0.0
0.9388,0.0
0.9471,0.0
0.9555,0.0
0.9638,0.0
0.9722,0.0
0.9805,0.0
0.9889,0.0
0.9972,0.0
1.0055,0.0
1.0139,0.0
1.0222,0.0
1.0306,0.0
1.0389,0.0
1.0472,0.0
1.0556,0.0
1.0639,0.0
1.0723,0.0
1.0806,0.0
1.089,0.0
1.0973,0.0
1.1056,0.0
1.114,0.0
1.1223,0.0
1.1307,0.0
1.139,0.0
1.1473,0.0
1.1557,0.0
1.164,0.0
1.1724,0.0
1.1807,0.0
1.1891,0.0
1.1974,0.0
1.2057,0.0
1.2141,0.0
1.2224,0.0
1.2308,0.0
1.2391,0.0
1.2474,0.0
1.2558,0.0
1.2641,0.0
1.2725,0.0
1.2808,0.0
1.2892,0.0
1.2975,0.0
1.3058,0.0
1.3142,0.0
1.3225,0.0
1.3309,0.0
1.3392,0.0
1.3475,0.0
1.3559,0.0
1.3642,0.0
1.3726,0.0
1.3809,0.0
1.3893,0.0
1.3976,0.0
1.4059,0.0
1.4143,0.0
1.4226,0.0
1.431,0.0
1.4393,0.0
1.4476,0.0
1.456,0.0
1.4643,0.0
1.4727,0.0
1.481,0.0
1.4894,0.0
1.4977,0.0
1.506,0.0
1.5144,0.0
1.5227,0.0
1.5311,0.0
1.5394,0.0
1.5477,0.0
1.5561,0.0
1.5644,0.0
1.5728,0.0
1.5811,0.0
1.5895,0.0
1.5978,0.0
1.6061,0.0
1.6145,0.0
1.6228,0.1
1.6312,0.3
1.6395,0.4
1.6478,0.5
1.6562,0.7
1.6645,0.8
1.6729,1.0
1.6812,1.1
1.6896,1.2
1.6979,1.4
1.7062,1.5
1.7146,1.6
1.7229,1.8
1.7313,1.9
1.7396,2.0
1.7479,2.2
1.7563,2.3
1.7646,2.5
1.773,2.6
1.7813,2.7
1.7897,2.9
1.798,3.0
1.8063,3.0
1.8147,3.0
1.823,3.2
1.8314,3.4
1.8397,3.6
1.848,3.8
1.8564,4.0
1.8647,4.0
1.8731,4.0
1.8814,4.0
1.8898,4.0
1.8981,4.0
1.9064,4.0
1.9148,4.0
1.9231,4.0
1.9315,4.0
1.9398,4.0
1.9481,4.0
1.9565,4.0
1.9648,4.0
1.9732,4.0
1.9815,4.0
1.9899,4.0
1.9982,4.0
2.0065,4.0
2.0149,4.0
2.0232,4.0
2.0316,4.0
2.0399,4.0
2.0482,4.0
2.0566,4.0
2.0649,4.0
2.0733,4.0
2.0816,4.0
2.09,4.0
2.0983,4.0
2.1066,4.0
2.115,4.0
2.1233,4.0
2.1317,4.0
2.14,5.0
2.1483,5.0
2.1567,5.0
2.165,5.0
2.1734,5.0
2.1817,5.0
2.1901,5.0
2.1984,5.0
2.2067,5.0
2.2151,5.0
2.2234,5.0
2.2318,5.0
2.2401,5.0
2.2484,5.0
2.2568,5.0
2.2651,5.0
2.2735,5.0
2.2818,5.0
2.2902,5.0
2.2985,5.0
2.3068,5.0
2.3152,5.0
2.3235,5.0
2.3319,5.0
2.3402,5.0
2.3485,5.0
2.3569,5.0
2.3652,5.0
2.3736,5.0
2.3819,5.0
2.3903,5.0
2.3986,5.0
2.4069,5.0
2.4153,5.0
2.4236,5.0
2.432,5.0
2.4403,7.1
2.4486,7.1
2.457,7.1
2.4653,7.1
2.4737,7.1
2.482,7.1
2.4904,7.1
2.4987,7.1
2.507,7.1
2.5154,7.1
2.5237,7.1
2.5321,7.1
2.5404,7.1
2.5487,7.1
2.5571,7.1
2.5654,7.1
2.5738,7.1
2.5821,7.1
2.5905,7.1
2.5988,7.1
2.6071,7.1
2.6155,7.1
2.6238,7.1
2.6322,7.1
2.6405,7.1
2.6488,7.1
2.6572,7.1
2.6655,7.1
2.6739,7.1
2.6822,7.1
2.6906,7.1
2.6989,7.1
2.7072,7.1
2.7156,7.1
2.7239,8.0
2.7323,8.0
2.7406,8.0
2.7489,8.0
2.7573,8.0
2.7656,8.0
2.774,8.0
2.7823,8.0
2.7907,8.0
2.799,8.0
2.8073,8.0
2.8157,8.0
2.824,8.0
2.8324,8.0
2.8407,8.0
2.849,8.0
2.8574,8.0
2.8657,8.0
2.8741,8.0
2.8824,8.0
2.8908,8.0
2.8991,8.0
2.9074,8.0
2.9158,8.0
2.9241,8.0
2.9325,8.0
2.9408,8.0
2.9491,8.0
2.9575,8.0
2.9658,8.0
2.9742,8.0
2.9825,8.0
2.9909,8.0
2.9992,8.0
3.0075,8.0
3.0159,8.0
3.0242,8.0
3.0326,8.0
3.0409,8.0
3.0492,8.0
3.0576,8.0
3.0659,8.0
3.0743,8.0
3.0826,8.0
3.091,8.0
3.0993,8.0
3.1076,8.0
3.116,8.0
3.1243,8.0
3.1327,8.0
3.141,8.0
3.1493,8.0
3.1577,8.0
3.166,8.0
3.1744,8.0
3.1827,8.0
3.1911,8.0
3.1994,8.0
3.2077,8.0
3.2161,8.0
3.2244,8.0
3.2328,8.0
3.2411,8.0
3.2494,8.0
3.2578,8.0
3.2661,8.0
3.2745,8.0
3.2828,8.0
3.2912,8.0
3.2995,8.0
3.3078,8.0
3.3162,8.0
3.3245,8.0
3.3329,8.0
3.3412,8.0
3.3495,8.0
3.3579,8.0
3.3662,8.0
3.3746,8.0
3.3829,8.0
3.3913,8.0
3.3996,8.0
3.4079,8.0
3.4163,8.0
3.4246,8.0
3.433,8.0
3.4413,8.0
3.4496,8.0
3.458,8.0
3.4663,8.0
3.4747,8.0
3.483,8.0
3.4914,8.0
3.4997,8.0
3.508,8.0
3.5164,8.0
3.5247,8.0
3.5331,8.0
3.5414,8.0
3.5497,8.0
3.5581,8.0
3.5664,8.0
3.5748,8.0
3.5831,8.0
3.5915,8.0
3.5998,8.0
3.6081,8.0
3.6165,8.0
3.6248,8.0
3.6332,8.0
3.6415,8.0
3.6498,8.0
3.6582,8.0
3.6665,8.0
3.6749,8.0
3.6832,8.0
3.6916,8.0
3.6999,8.0
3.7082,8.0
3.7166,8.0
3.7249,8.0
3.7333,8.0
3.7416,8.0
3.7499,8.0
3.7583,8.0
3.7666,8.0
3.775,8.0
3.7833,8.0
3.7917,8.0
3.8,8.0
3.8083,8.0
3.8167,8.0
3.825,8.0
3.8334,8.0
3.8417,8.0
3.85,8.0
3.8584,8.0
3.8667,8.0
3.8751,8.0
3.8834,8.0
3.8918,8.0
3.9001,8.0
3.9084,8.0
3.9168,8.0
